,Label,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A0XS,LumA,0.086785847,-0.629696775,-0.423497471,-0.498511599,-0.343470435,-0.037500292,0.041718203,-1.071513865,-0.668091607,0.219714852,0.702181424,-0.051595178,0.751823448,0.04606835,-0.314401247,0.084708093,-0.099035623,-0.47701258,-0.275133112,0.338581878,0.276402072,0.124217697,0.041668845,0.570572684,-0.128627944,-0.008409731,-0.083301651,0.399530947,0.115921823,-0.246981666,-0.344380553,-0.164210053,-0.645007924,-0.381283154,0.046305773,-0.1625733,-0.308510465,-0.005891339,-0.595800762,-0.296442806,-0.325539807,-1.044435947,-0.480881635,-0.261383573,0.431402316,0.185082946,-0.016867492,-0.081520067,-0.194518567,-0.062031358,1.421605318,0.692983312,0.07747489,-0.082471597,1.84672312,-0.174438138,0.823971472,0.063176768,0.352013321,-0.050610034,-0.117609696,0.477340771,-0.168165393,0.503646973,0.184478254,1.12640531,-0.171492716,0.326579711,-0.509820315,-0.237907266,-0.00051726,-0.026938457,0.080933049,1.056313066,-0.141944562,0.289670904,0.073304045,-0.090925021,0.129384839,0.442241323,0.023698735,-0.025636928,-0.112131131,-0.107479678,0.061202042,-0.891570966,0.601288165,0.072315185,0.079786595,0.150949058,0.003638629,5.795711105,-0.261066475,-0.030381182,0.228568397,0.01028479,0.03856058,0.547170633,0.344202879,-0.318798961,0.058966408,-0.385349283,-0.29123435,-3.485819225,0.00051726,0.088508949,-0.343188676,-0.152590783,0.17930814,0.054325426,0.203563628,-0.278866663,0.348436284,-0.158501626,0.038754394,0.302254081,0.279810579,1.111990931,0.176366243,0.212809005,0.425524227,0.154441563,-0.234081066,-0.076212326,0.234231003,-0.243397497,-0.316980375,0.052805697,-0.180415681,0.581687974,-0.216429134,0.006533664,-0.246550687,-0.685237276,0.163148636,0.152860091,0.105042717,0.25294185,-0.263435595,-0.056748945,-0.066031464,-0.050057049
A1BD,LumA,-0.128918677,-0.284838753,-0.300174495,-0.364793223,-0.313375044,0.552360375,0.117268478,-0.016182295,0.210790298,0.417637219,0.261260457,0.014945203,1.17030313,0.258535085,-0.39018213,0.244624791,-0.109661008,0.057454951,0.471233333,-0.287216283,0.893333358,0.109775988,-0.061598998,0.160182002,-0.132475258,0.068374913,-0.227940622,0.177876834,0.022976805,-0.329141479,-0.10587334,0.25894315,-0.290171777,-0.4818159,-0.91566533,-0.108752711,-0.038407276,0.09523156,-0.254740241,-0.137428645,0.040969696,-0.251927208,-0.920544093,-0.290028024,0.222186218,0.098078912,0.380982955,-0.179650763,-0.427001331,-0.270623467,1.783061947,1.357183065,0.053628011,-0.085983598,-0.299174747,0.68123746,0.810325587,0.239189169,1.079039444,0.207995929,-0.221088619,0.604745334,-0.16298487,-0.594389809,0.534940466,1.5496912,0.315270273,0.165542879,-0.099383334,-0.156966838,0.11304503,0.041113288,-0.689307668,1.169961022,-0.973273219,0.458108451,0.199256835,-0.176324951,-0.303475842,0.011519521,-0.186577013,-0.178221819,-0.270492105,-0.320334421,-0.084013734,2.896016756,0.515155489,-0.042042014,0.041242812,-0.332289534,-0.110797399,5.937702259,0.052578625,-0.213049845,0.25453465,-0.091035642,0.128470014,0.526278588,0.290034607,0.500998809,0.082574006,0.397286739,-0.357118965,0.054575101,-0.063647224,1.56582181,0.046997825,-0.169431788,-0.216898,-0.163851714,-0.360562722,-0.4103951,-0.496608655,-0.297884414,-0.643712602,-0.07283373,0.514377294,1.365852593,0.202603678,0.053479748,0.664972952,0.319344461,0.061453494,0.032857792,0.602600723,-0.611832595,-0.164659381,-0.048705354,-0.16899437,0.581306122,-0.362679009,0.409174078,0.047224979,-0.636540864,-0.063945044,-0.011519521,-0.030237332,0.640843621,-0.138940005,-0.128635879,-0.350867228,0.278655328
A08T,LumA,-0.078462427,0.153309126,-0.385288354,0.289401715,-0.177632934,0.295594716,0.147789597,-0.437917238,-0.304757465,0.053596457,0.112325828,-0.197297316,0.036939109,0.216072497,-0.114260383,-0.015946435,0.284666912,0.220226006,-0.227342329,0.223841795,0.170706644,-0.042055043,-0.335215628,0.830587047,-0.237494324,-0.241368005,-0.218513767,0.301272772,0.062732136,-0.103753011,-0.899341195,-0.054679601,-0.557597335,-0.51604472,0.477679026,-0.141977477,-0.349219852,-0.437113253,-0.905827975,0.780117698,-0.226078753,-1.256679293,-0.097855648,-0.240132678,-0.099101495,-0.18214407,0.240851253,0.016652243,0.388340025,-0.140574026,2.005296916,0.554749077,0.536260318,-0.40055873,0.381510862,-0.140666964,0.842288673,0.006120721,0.650524234,0.346000759,0.220306048,0.635510964,0.151972185,-0.953126634,1.5010187,0.480530678,-0.350106346,0.188510682,-0.201770212,-0.243092548,-0.123262244,-0.22066833,-0.322952311,1.844158374,0.098793712,0.183967529,-0.104415759,-0.265190945,-0.216267748,0.277551005,0.366873492,0.053453791,-0.20731339,0.084840072,-0.033455572,2.090140216,0.334428969,-0.101671252,-0.03658848,-0.259675499,-0.194706228,1.950266858,0.00495488,0.31884885,-0.00495488,0.128621725,-0.030595713,-0.031391893,0.250744462,0.623680876,0.183262766,0.419110709,0.270776456,-3.856819705,-0.163070518,0.751825758,0.194833845,0.590463697,-0.054300598,-0.056838136,-0.178803673,-0.215622216,0.268042509,-0.525437948,0.79714968,-0.027908538,0.281571123,1.208863779,-0.082406256,-0.026065775,0.212409021,0.312139897,0.498585946,0.024492465,0.657255283,-0.223104928,-0.502100364,0.186361054,-0.097208476,0.647810872,0.148260266,0.2652674,0.193165646,0.283546611,-0.094889736,-0.088268439,-0.062190063,-0.230978394,-0.345164185,-0.205754524,-0.062488347,0.357042165
A12Y,LumA,-0.139624632,-0.155897261,0.18294977,0.2187519,0.170725451,0.280028069,0.002036919,0.150767232,0.19828048,0.114026856,-0.261203822,-0.055909311,0.467870576,-0.081057917,-0.192918606,-0.31932134,-0.005202619,0.862413156,0.40797352,0.420358671,0.02407318,0.100673268,-0.08157473,0.322559615,6.66933758330934e-05,-0.015342862,-0.059651232,0.030266344,0.034430411,0.023041929,-0.091411315,-0.073739419,-0.260513502,-0.031232591,0.017660259,-0.108600032,-0.002835897,-0.404890419,-0.067543992,-0.13488252,-1.005497445,-0.321658501,-0.004865196,-0.188553378,-0.038640772,0.390384597,-0.023928024,-0.092892747,-0.230424602,-0.034057534,0.193515059,0.014862428,-0.311854587,-0.15938858,0.456322871,1.423775586,0.297378841,0.071166269,0.676432666,-0.076841735,-0.051163295,-0.154046621,-0.02602565,0.359663679,0.047118507,0.895348752,0.079182954,0.100551166,0.11870329,-0.075442907,-0.285209399,-0.040551692,-0.499931106,0.968707793,0.110818755,0.365967327,-0.187131229,-6.67E-05,-0.112323053,0.421831074,-0.055949804,-0.017204667,-0.30884571,0.255347258,-0.166618141,0.508562334,0.155724,0.521152764,-0.054584793,0.596869574,-0.08354572,3.820477705,0.203108008,-0.318595739,0.452076672,0.089285859,0.095260101,-0.587391622,-0.295709195,0.237413573,0.056427078,0.038854991,0.105475971,0.179876769,-0.052520622,0.228106909,0.059155517,-0.044844077,-0.030122741,-0.134435884,0.108528512,-0.182990671,0.301170347,-0.172278438,-0.894150767,-0.045511133,0.068413695,-0.650618162,-0.244705125,-0.061417968,0.624421343,-0.01339968,-0.152039401,-0.084265626,0.044432591,-0.186496406,0.064491626,-0.034276092,-0.112361653,0.074762248,0.115799135,0.094377404,0.20972692,0.239865973,0.024888068,0.090784994,0.109150345,0.167686525,-0.035641439,-0.151968415,-0.295113351,0.140726667
A0J5,LumA,-0.21552677,-0.607628798,-0.353191758,-0.69220692,-0.219922847,-0.058886321,0.465681174,-0.729918512,-0.620769625,0.185293305,0.224865016,-0.043115137,-0.9608537,-0.506915659,-0.421721334,-0.580396698,0.618619045,0.415276235,0.670606646,0.669640599,0.107409635,0.428333569,0.283206292,0.467762531,-0.495553685,-0.066580977,-0.264328355,-0.581078026,-0.068708264,0.046170386,-0.161641407,0.026517483,-0.107878787,-0.567559077,0.757049346,0.007852211,0.023710615,-0.671311872,-0.05064851,-0.01948473,-0.117232723,-0.805464832,0.162439493,-0.369135795,0.461337743,0.353691139,0.06315388,0.063298001,0.318366606,0.199358064,0.563422109,-0.579413327,0.202756999,0.161810432,0.106843799,-0.382124164,0.88211,-0.188493265,0.164342381,-0.204412107,0.020537031,-0.196344251,0.200899491,0.1841178,-0.907507619,0.278098925,-0.084551602,0.243543766,0.368725141,-0.081683297,-0.304739553,0.149244764,-0.147368525,1.605960995,0.441228139,0.54120704,-0.285626806,-0.023616185,-0.082289289,0.420764232,0.058856131,0.052534872,-0.188220216,0.200243408,0.004802519,-1.276291938,0.209825475,0.203339427,-0.15419359,0.399892377,0.062202776,-1.015146763,-0.12290667,-0.080475403,0.469272957,0.001635903,0.254919538,0.394899375,-0.182989504,-0.125465247,-1.271084841,-1.431731115,-1.233097119,-0.973264335,-0.040852641,-0.178359765,0.388756169,0.225269236,0.084153838,0.229505441,0.117481587,0.256782489,0.816522567,0.000637806,-0.265117056,-0.172133258,-0.082578195,-0.838545299,-0.285084948,0.00769512,0.273327997,-0.212792508,0.097330344,0.166252875,-0.006451493,0.346173178,0.172558199,-0.452010865,-0.150993302,-0.324963089,0.220837934,-0.466262622,-0.209562973,-0.000637806,-0.127647123,-0.471358224,0.185602437,0.431313287,0.153505836,1.046505813,-0.255314322,-0.064687957
A18F,LumA,0.095681973,-0.121264998,0.09777809,-0.585906783,-0.179249994,-0.26453804,-0.02355888,-0.030396673,-0.138919537,0.645077451,0.978108557,-0.372590511,0.719550796,0.162437859,-0.217542677,0.005197588,0.007995513,0.176402576,0.00227688,1.245005738,-0.11806187,0.284722333,0.652775928,0.860320047,0.31197584,-0.140975741,-0.025845568,0.562858954,0.110732752,-0.451409463,-1.546423231,-0.086666109,-0.365989043,-0.483146758,2.004349876,-0.250835533,-0.629352394,-0.009146321,-2.099875891,-1.621913986,0.260195562,0.026702366,-0.464034536,0.05069724,0.561900181,0.399064517,-3.586380033,0.238863152,-0.276384603,-0.066562166,-0.893913985,-0.275931349,0.571725598,-0.125657614,2.788445278,-0.398690417,0.87094617,-0.11692254,-0.326116355,-0.237654417,-0.532103517,0.150454545,-0.255036658,0.22669932,0.115623095,0.63954439,-0.020037881,0.825108975,0.070202335,0.275972379,-0.173900528,-0.191530403,-0.085611221,0.570377037,0.290846502,0.23903768,0.040921484,-1.021104182,0.099783607,0.26192589,0.126744066,0.056830026,0.213655117,0.098296036,0.273996615,-3.00799251,0.644785132,-0.00227688,0.510118078,0.287148527,-0.796466185,1.320815292,-0.33368032,-0.311687196,0.537954834,0.696652982,0.777487449,-0.03188009,0.385439472,0.227867989,0.101699542,-0.118075318,-0.338920866,-5.153582003,-0.155818053,0.471114473,-1.348645379,-0.109209422,0.004481067,0.256937819,0.291204576,-2.079697054,0.166962139,-0.422348807,-0.179736488,-0.190954277,0.746570719,0.467036335,0.17076567,0.112260269,0.903144692,0.138121889,-0.121226141,-1.666880669,-0.549481725,-0.139681954,-0.823766386,-0.133149835,0.184302639,0.361004869,0.338103852,-0.287595693,-0.22568901,-0.023950455,-0.513363791,-0.343931071,0.53386776,0.305191194,-1.768339206,-0.022191176,-0.337834362,-0.047611484
A0AS,LumA,-0.046355759,-0.192011653,0.435597575,0.221008231,0.06110089,0.174488613,-0.088261876,0.893935073,0.910595636,-0.330555802,-0.587172749,0.130770535,1.721852593,0.004220677,-0.191555701,-0.090833723,0.999299476,0.119210347,-0.191562422,-0.202995473,-0.219230104,-0.190345676,-0.098666859,0.098806067,-0.047895487,-0.181757363,-0.054722618,0.313775982,0.11707819,0.016514539,-0.19941022,-0.373841209,-0.233867652,0.856302524,-0.771553574,-0.12849086,-0.17163443,0.522826623,-0.261649743,0.404624095,-0.71894027,0.01136558,-0.285561815,-0.22429332,-0.095819325,0.078126908,-0.194006768,-0.195250409,-0.208314726,-0.133638493,1.646658973,0.19520763,0.126621072,-0.326196844,0.510682088,1.061149899,0.679114165,-0.22357932,0.370468079,-0.498060514,-0.395156121,0.063745811,-0.118595029,-0.405599395,2.372171857,0.153482557,0.260469144,0.167600376,-0.305550687,-0.14781608,0.135050454,-0.200738626,0.034223951,0.76837894,0.506891149,0.206092301,-0.134491883,-0.212710815,-0.144360438,1.170903724,0.206783506,0.000779998,-0.069249903,-0.333500975,0.26478669,0.422793034,-0.088120043,0.068853614,-0.040895872,-0.338893597,0.162804637,-0.697860187,0.105914535,0.488483626,0.002329918,-0.038715006,-0.196260804,0.334395354,-0.029332656,0.273183091,0.36290362,0.8247239,0.553911365,1.105844706,0.267278892,-0.072699395,-0.020636389,-0.191697065,-0.041919838,-0.163359589,-0.323153896,-0.04450444,0.140028726,-0.2598261,0.596295153,0.586719006,0.110575504,0.127868816,0.032701072,-0.210442211,0.215499936,0.158752939,0.605941151,-0.233331472,-0.128422492,-0.65263659,-0.194467223,0.161435324,0.124260558,0.254002364,0.070378256,0.044334377,0.016714861,-0.074323638,-0.039201249,-0.067349677,-0.194332756,-0.000779998,0.226063419,-0.463706346,-0.082011142,0.097314549
A0DV,LumA,0.452595727,-0.280186561,-0.34962727,-1.117676215,-0.26278836,-0.275287751,-0.086132176,-0.519191253,-0.693673229,0.251699169,0.804565212,0.272891768,0.348042954,-0.44187021,-0.801551959,0.002370893,-0.035262099,-0.520407296,0.098155402,1.135755166,-0.682438004,0.33227634,-0.062499237,0.358061775,0.167614727,0.289219415,0.410308293,-0.124293551,-0.122005015,0.079302961,-0.0020254,0.193086027,-0.145345399,-0.072541102,3.455912882,0.215114046,0.073701888,-0.550295825,-0.411581949,-0.334121736,2.560956237,-1.79434277,0.659513563,-0.326961431,0.260609809,-0.458439166,-0.437048286,0.321102277,-0.1111912,0.526979337,0.182599217,-0.285622126,0.25995989,0.391933203,0.741910445,-0.283315849,0.0020254,-0.440338313,-0.234725044,0.198404826,-0.088954287,2.388448399,-0.0434327,0.006961266,0.021422138,0.68239991,0.131916383,0.248532111,0.257803334,0.412337671,-0.306633789,0.110743888,0.022261252,-1.86638694,0.383979103,-0.282015614,0.283774494,0.124811019,0.395877777,0.10070091,0.137173069,0.235793031,0.070945817,-0.131232034,0.230444986,-0.839880313,-0.097927878,-0.06739688,1.02038898,0.823154589,0.047791495,0.447005249,-0.448376216,-0.138251841,-0.044067286,0.342214732,0.515951737,-0.51052576,0.127543025,-1.195678373,-0.814468286,-0.858426236,-0.647449123,-0.384439742,0.229996433,0.29167398,-0.075777719,0.164829223,0.154934889,0.415233275,-0.053624405,-0.654446681,-0.487086262,0.382919871,-0.808472657,-0.038205875,-0.08274054,-0.171562495,1.194313251,0.086276317,0.176205911,1.163192465,-0.528893577,-0.046612783,-0.183075616,0.388336504,0.143713073,1.077738986,-0.181332593,0.040564838,-0.146500309,-0.388887916,-0.647157622,0.573063143,-0.216503833,-0.215748638,-0.040947297,0.331515299,-0.257377329,-0.671120727,-0.233755921,-0.29474059
A140,LumA,-0.192194325,-0.38325583,-0.081553965,0.187646719,-0.039855981,-0.030769831,0.014561603,0.925108594,1.200332243,0.057534907,0.570944458,-0.152921917,1.513911955,-0.060671132,0.363739303,-0.050735958,-0.083688339,-0.277214826,-0.339712093,-0.54337719,0.306991279,-0.042217636,0.206034806,1.257704667,0.040198621,-0.056096255,0.015747347,0.805459562,-0.011725297,0.113955713,0.014618288,-0.293057868,0.129392825,-0.127527057,-1.686013716,-8.63E-05,-0.050924126,-0.146852717,0.108981912,1.218840723,-1.292236928,0.073023294,0.073049962,-0.436740699,0.710263988,-0.213343768,0.670388448,-0.185082549,0.313401812,-0.182535259,2.413710534,0.427919389,0.183556,-0.008782437,-0.014650045,0.87614644,1.896619775,0.090969324,0.823603808,0.310792964,0.262413323,-0.548000229,-0.053772809,0.028335426,-0.079617345,1.534514271,0.649713781,0.008865814,-0.010922885,-0.097580022,0.392772685,-0.073131894,-0.15929614,1.016428797,0.161267275,-0.066475297,-0.139963025,0.021773167,8.62725095069905e-05,0.184625498,0.036859959,-0.110608097,0.274938749,-0.289383711,-0.093508901,-0.271208613,-0.195933074,0.037178931,-0.326233497,-0.182884293,-0.003140087,-0.980139722,0.16906379,-0.191830409,0.387447882,-0.363785814,0.216600319,0.575590713,-0.221647777,0.326990168,-0.158884439,0.387805494,0.232559283,-0.009785799,-0.165321433,-0.299569414,-0.129434657,-0.160725813,0.093467912,-0.040220416,0.177538394,0.246531015,0.410360262,-0.073938813,0.334144858,-0.237758076,0.266843185,-0.642319316,-0.38355851,-0.060292499,-0.738099761,-0.027509467,-0.231331329,0.022736497,0.299340284,-0.186251426,0.050920386,-0.193291407,0.024860394,-0.074438973,-0.052896952,0.214121612,0.160330409,0.354693473,0.047854883,0.422651354,-0.165632127,-0.797522803,0.001665455,1.537314789,0.008121334,-0.031791908
A0SU,LumA,0.027047934,-0.136607244,-0.280634166,-1.141370068,-0.455528426,0.157166943,-0.042092404,0.45384257,0.301854482,0.171887251,1.196132971,0.126043373,0.146080336,0.078097567,-0.656662809,0.001827601,1.126877142,-0.843511737,-0.409753243,0.275676297,-0.036075479,-0.054062759,-0.040238707,1.324103496,-0.001827601,-0.075089684,-0.103156731,-0.053104322,0.279101063,-0.265536253,-0.726487282,-0.070117429,-0.810365274,-0.656728131,0.122258358,-0.212565845,-0.39976569,-0.64755729,-0.863397424,0.052729707,-0.072450955,-1.342737482,0.082584312,-0.037426983,0.034062195,0.431946577,-0.069678293,-0.176354508,-0.5404401,-0.12448632,2.818897651,0.286821999,0.390954882,-0.132290019,1.584542525,-0.380322551,1.381327952,0.307187772,-0.964016438,0.656914874,0.176338692,0.354893837,-0.086613474,-0.228349277,-0.931870829,1.181017682,-0.029005529,0.721165321,-0.442935772,-0.254320113,0.256119804,0.009990271,0.134854929,-0.948826141,1.108861539,0.023654203,0.17470615,-0.385783475,-0.13491112,0.002905261,0.012872057,-0.003116897,-0.350755495,-0.395771103,-0.049820534,-1.707591387,0.896614232,0.303806459,0.345586397,0.082868558,0.189377761,2.054091856,-0.380944476,0.246578012,0.411565599,0.599218117,0.174056923,1.266074083,0.00398779,-0.2265685,0.251731577,-0.116443346,-0.274380912,-5.177193225,-0.12890272,0.793268618,-0.573002369,0.084401979,0.244783074,-0.053737954,-0.225823568,-0.540267208,-1.066875615,-0.479203361,0.593260491,0.141996725,0.64441614,0.875199102,0.028993152,0.141673013,-0.409430179,0.449422057,-0.412416461,-0.160212429,0.469591987,-0.434592649,-0.378529539,0.501879996,0.056430761,0.433198503,-0.233219532,0.944312992,-0.740094865,0.718306067,0.046776141,-0.117362792,0.011326555,-0.462812485,-0.57950893,0.503780756,0.026039635,-0.201291885
A12A,LumA,-0.152233346,-0.229133813,-0.40413415,-0.284733131,-0.126076156,0.262321295,0.003812493,-0.688932842,-0.2618323,0.173089874,0.219035552,-0.438824186,0.076990836,-0.011334261,-0.839727429,0.184012372,0.10480991,0.487026943,0.295399798,-0.327472514,-0.229560072,0.078142664,0.05354379,1.06533765,-0.047402044,-0.027433133,-0.269279701,0.117081752,-0.011114888,0.018255216,-0.212706922,0.097244943,-0.4007949,-0.476449528,-0.820441251,-0.171808577,-0.018361972,-0.086759384,-0.041981801,0.396406578,-1.241394762,-1.336763543,-0.313603382,-0.279750117,0.008959412,0.207457546,0.192305901,-0.198797179,-0.004979215,-0.061962579,0.251807773,0.424000765,-0.444429622,0.045358873,-0.747423161,0.385475321,0.978506485,-0.437600718,0.407778923,0.087319452,-0.105501163,-0.57808625,-0.083758562,-0.730577111,-0.579637043,0.116170935,0.101133737,0.318551862,0.52387618,-0.257835377,-0.099419094,0.071730331,0.059515103,0.41613855,-0.382361416,0.188329012,-0.018744767,-0.025535117,-0.290807551,0.736307662,0.096293799,-0.113151775,-0.133378083,-0.898719444,-0.376174721,1.868640513,0.189266125,-0.032116239,-0.282139756,0.234104543,0.111035406,4.592225059,0.021441449,-0.22902616,0.452576503,0.159383029,0.08059043,0.228974666,0.176917196,0.364028346,0.134658342,0.011257056,-0.350985336,0.08081535,0.400118184,0.677860049,0.965767119,-0.001094702,-0.152659593,0.00924132,-0.235244736,0.199969916,-0.0747338,-0.220331172,0.299720401,-0.124712897,-0.236672397,-0.06824445,-0.431296925,0.027600468,0.63732706,-0.403960365,0.078191477,0.116591242,0.249137105,0.32163196,-0.033002321,-0.21578579,0.047168118,0.750140599,-0.053192508,-0.288214076,0.021914698,0.27921644,-0.084200901,0.001094702,0.051584152,0.657860727,-0.278810742,-0.187368988,-0.415610734,0.331266887
A0RM,LumA,0.078912758,0.262338053,0.071073594,0.400817867,0.174683654,-0.190919572,-0.49300086,-0.639127445,-0.327424982,0.206840136,1.058514503,0.061297734,-0.309167932,-0.031163607,-0.413525597,0.215562046,-0.575613074,-0.203726288,-0.411857832,0.306105955,0.954797616,-0.226089951,0.285302368,1.06271697,0.371818545,-0.058464955,-0.016011976,0.106510731,-0.01234494,0.014615056,0.097909729,-0.310351873,-0.250848913,-0.085705616,0.871824722,-0.158313759,-0.04350998,-0.326322311,-0.28480334,0.610510594,0.208842269,-0.423226273,-0.34599782,-0.117163598,0.628331784,-0.114549568,0.202171044,-0.024836909,-0.11432326,-0.044603295,2.647996039,-0.052794636,0.221196602,-0.151226825,0.742088017,-0.212719782,0.430380075,0.63718181,-0.496740649,0.407462257,-0.046092474,-0.212171087,-0.081933192,0.300552015,0.842602684,1.398940362,0.213335166,0.149310075,-0.117731096,0.028904184,0.478777463,0.10024655,-0.290170166,1.439383646,-0.834383316,0.527544165,-0.012618029,-0.007008949,-0.09885609,-0.864331251,0.289758117,0.108753795,-0.168138099,0.289541262,0.007008949,-0.348855587,0.024925288,0.08450833,0.145150662,0.154481004,-0.073372588,3.388229898,-0.302766023,-0.008171693,-0.52020978,0.080224249,0.064941092,-0.185038376,0.367152116,-0.031316006,0.064471301,0.35661923,0.139385985,0.008137009,0.275068689,0.550928096,-0.173167174,0.027102292,0.144011145,-0.141935718,-0.136499258,-0.398083878,0.115389812,-0.21202767,-0.859904131,0.26888038,0.212637918,1.225699973,-0.127951766,0.269359382,0.615445482,0.112826522,0.070808357,-0.043432674,0.254913713,-0.313588507,-0.034287051,-0.268798818,0.108327995,-0.369297749,-0.12771817,0.597528996,0.327872304,-0.376983243,-0.070343955,-0.123144205,-0.264912661,0.101331478,-0.164833002,-0.049969137,-0.008961135,-0.361543974
A0AZ,LumA,0.448131774,-0.075373836,-0.3642863,-0.902321798,-0.035798505,-0.231870843,0.367333538,-0.199275124,-0.86401722,0.263806428,0.415485344,0.027312905,-0.22480016,-0.138880319,-0.665419339,-0.10930135,0.143140372,-0.563136214,-0.244575068,1.148371244,-0.577181468,0.376027509,0.290528249,0.53824858,-0.00061692,-0.669470586,0.354304857,-0.438467287,-0.174755303,-0.163220409,-0.611888996,0.274706523,-0.321106341,-0.490151386,2.799110575,-0.118562409,0.045464416,-0.336392225,-0.849042135,-0.555684427,1.544261872,-1.265607482,0.574665725,-0.062082037,0.568981397,0.142538042,-0.7414275,0.463681683,0.186425521,0.39503354,-0.075517438,-0.437180092,0.532673729,0.292247507,0.973103711,0.059895129,0.502391932,-0.289221912,-1.419434245,-0.27565413,0.147300942,0.194637223,0.405861112,0.520868282,-0.486010046,-0.550373158,0.060287202,0.539767229,-0.546864339,0.44447138,-0.203543597,0.0371352,0.373423867,-1.50954736,0.289660993,-0.580149508,0.00061692,-0.247228465,0.226002806,-1.007867688,0.160866004,0.451365768,0.292816465,0.025253319,0.010847354,-2.37757525,-0.106607395,0.096530371,0.027883889,0.346462065,0.082093102,0.142298441,-0.886172835,0.014326312,0.129574725,0.196559266,0.296380847,0.250607412,-0.138479898,-1.595669068,-0.817127275,0.280256231,-0.530325365,-1.503697481,0.016768291,0.289229143,-0.05772707,0.058803648,0.047625241,0.257792195,0.117901031,-0.757701573,-0.828476074,0.008581751,0.34371686,-0.08922732,-0.109942349,-0.344375892,-0.210255198,0.100831746,-0.361994066,-0.35943734,-0.106523297,-0.223212547,-0.609744806,0.680497949,0.098793237,-0.172891086,0.014341082,0.029059213,0.294443831,-0.208748562,-0.655199065,0.160463968,-0.598396957,-0.119372971,0.28016204,-0.695001565,-0.44937328,0.053693196,-0.062048398,-0.456916525
